class index,filepaths,labels,data set
14,train/EMPEROR MOTH/087.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/088.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/089.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/090.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/091.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/092.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/093.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/094.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/095.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/096.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/097.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/098.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/099.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/100.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/101.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/102.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/103.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/104.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/105.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/106.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/107.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/108.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/109.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/110.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/111.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/112.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/113.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/114.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/115.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/116.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/117.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/118.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/119.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/120.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/121.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/122.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/123.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/124.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/125.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/126.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/127.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/128.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/129.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/130.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/131.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/132.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/133.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/134.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/135.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/136.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/137.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/138.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/139.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/140.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/141.jpg,EMPEROR MOTH,train
14,train/EMPEROR MOTH/142.jpg,EMPEROR MOTH,train
15,train/EYED HAWK MOTH/001.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/002.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/003.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/004.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/005.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/006.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/007.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/008.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/009.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/010.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/011.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/012.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/013.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/014.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/015.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/016.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/017.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/018.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/019.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/020.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/021.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/022.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/023.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/024.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/025.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/026.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/027.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/028.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/029.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/030.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/031.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/032.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/033.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/034.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/035.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/036.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/037.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/038.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/039.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/040.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/041.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/042.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/043.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/044.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/045.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/046.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/047.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/048.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/049.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/050.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/051.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/052.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/053.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/054.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/055.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/056.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/057.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/058.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/059.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/060.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/061.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/062.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/063.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/064.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/065.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/066.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/067.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/068.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/069.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/070.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/071.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/072.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/073.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/074.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/075.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/076.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/077.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/078.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/079.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/080.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/081.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/082.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/083.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/084.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/085.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/086.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/087.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/088.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/089.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/090.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/091.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/092.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/093.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/094.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/095.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/096.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/097.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/098.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/099.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/100.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/101.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/102.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/103.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/104.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/105.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/106.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/107.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/108.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/109.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/110.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/111.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/112.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/113.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/114.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/115.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/116.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/117.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/118.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/119.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/120.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/121.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/122.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/123.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/124.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/125.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/126.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/127.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/128.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/129.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/130.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/131.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/132.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/133.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/134.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/135.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/136.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/137.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/138.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/139.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/140.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/141.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/142.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/143.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/144.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/145.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/146.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/147.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/148.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/149.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/150.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/151.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/152.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/153.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/154.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/155.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/156.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/157.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/158.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/159.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/160.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/161.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/162.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/163.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/164.jpg,EYED HAWK MOTH,train
15,train/EYED HAWK MOTH/165.jpg,EYED HAWK MOTH,train
16,train/FIERY CLEARWING MOTH/001.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/002.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/003.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/004.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/005.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/006.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/007.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/008.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/009.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/010.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/011.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/012.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/013.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/014.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/015.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/016.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/017.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/018.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/019.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/020.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/021.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/022.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/023.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/024.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/025.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/026.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/027.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/028.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/029.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/030.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/031.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/032.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/033.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/034.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/035.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/036.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/037.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/038.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/039.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/040.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/041.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/042.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/043.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/044.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/045.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/046.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/047.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/048.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/049.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/050.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/051.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/052.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/053.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/054.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/055.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/056.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/057.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/058.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/059.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/060.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/061.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/062.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/063.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/064.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/065.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/066.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/067.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/068.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/069.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/070.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/071.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/072.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/073.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/074.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/075.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/076.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/077.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/078.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/079.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/080.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/081.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/082.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/083.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/084.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/085.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/086.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/087.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/088.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/089.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/090.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/091.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/092.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/093.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/094.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/095.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/096.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/097.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/098.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/099.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/100.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/101.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/102.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/103.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/104.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/105.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/106.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/107.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/108.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/109.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/110.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/111.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/112.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/113.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/114.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/115.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/116.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/117.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/118.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/119.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/120.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/121.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/122.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/123.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/124.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/125.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/126.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/127.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/128.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/129.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/130.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/131.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/132.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/133.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/134.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/135.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/136.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/137.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/138.jpg,FIERY CLEARWING MOTH,train
16,train/FIERY CLEARWING MOTH/139.jpg,FIERY CLEARWING MOTH,train
17,train/GARDEN TIGER MOTH/001.jpg,GARDEN TIGER MOTH,train
17,train/GARDEN TIGER MOTH/002.jpg,GARDEN TIGER MOTH,train
17,train/GARDEN TIGER MOTH/003.jpg,GARDEN TIGER MOTH,train
17,train/GARDEN TIGER MOTH/004.jpg,GARDEN TIGER MOTH,train
17,train/GARDEN TIGER MOTH/005.jpg,GARDEN TIGER MOTH,train
17,train/GARDEN TIGER MOTH/006.jpg,GARDEN TIGER MOTH,train
17,train/GARDEN TIGER MOTH/007.jpg,GARDEN TIGER MOTH,train
